time_ns,protein_bb_rmsd_A,ligand_rmsd_A
0.0,0.007,0.0
0.25,1.127,1.604
0.5,1.071,1.378
0.75,1.236,1.447
1.0,1.297,2.422
1.25,1.019,2.072
1.5,0.95,2.101
1.75,0.989,1.992
2.0,1.058,2.277
2.25,1.076,2.24
2.5,1.067,2.232
2.75,1.109,2.155
3.0,1.245,2.104
3.25,1.345,2.38
3.5,1.258,2.429
3.75,1.573,2.52
4.0,1.556,2.234
4.25,1.458,2.241
4.5,1.953,2.117
4.75,1.846,2.95
5.0,1.514,2.942
5.25,1.865,2.786
5.5,1.584,2.41
5.75,1.427,2.988
6.0,1.627,1.974
6.25,1.713,1.995
6.5,1.496,2.215
6.75,1.485,2.027
7.0,1.518,1.728
7.25,1.447,2.009
7.5,1.459,1.871
7.75,1.315,2.074
8.0,1.464,2.169
8.25,1.348,2.414
8.5,1.408,2.032
8.75,1.528,2.979
9.0,1.524,1.81
9.25,1.296,2.691
9.5,1.435,2.223
9.75,1.486,2.581
10.0,1.395,2.23
10.25,1.599,2.22
10.5,1.704,2.099
10.75,1.676,2.16
11.0,1.724,2.138
11.25,1.654,2.381
11.5,1.899,2.055
11.75,1.891,2.404
12.0,1.65,2.551
12.25,1.669,2.96
12.5,1.834,2.421
12.75,1.973,2.16
13.0,1.703,2.394
13.25,1.502,2.082
13.5,1.655,2.456
13.75,1.437,2.367
14.0,1.84,2.34
14.25,1.677,1.832
14.5,1.593,2.121
14.75,1.689,2.402
15.0,1.607,2.706
15.25,1.689,2.972
15.5,1.577,2.507
15.75,1.512,2.266
16.0,1.639,1.906
16.25,1.506,2.01
16.5,1.62,2.265
16.75,1.489,1.923
17.0,1.522,2.069
17.25,1.706,1.653
17.5,1.794,1.802
17.75,1.94,1.755
18.0,1.965,2.48
18.25,2.169,1.932
18.5,1.866,2.15
18.75,2.197,1.846
19.0,1.641,1.85
19.25,1.751,1.996
19.5,2.084,2.259
19.75,1.733,2.128
20.0,1.864,2.108
20.25,1.876,2.165
20.5,1.803,2.438
20.75,1.678,2.499
21.0,1.909,1.792
21.25,1.867,2.105
21.5,1.997,1.959
21.75,1.892,2.063
22.0,1.831,1.977
22.25,1.879,2.193
22.5,1.985,2.29
22.75,1.785,2.674
23.0,1.926,3.618
23.25,1.723,3.142
23.5,1.667,2.814
23.75,1.718,2.679
24.0,1.764,2.862
24.25,1.779,2.603
24.5,1.713,2.423
24.75,1.832,2.548
25.0,1.776,2.645
25.25,1.834,3.124
25.5,1.705,2.778
25.75,1.785,3.743
26.0,1.832,3.321
26.25,1.677,5.773
26.5,1.816,5.874
26.75,1.883,5.962
27.0,1.964,5.781
27.25,1.953,5.905
27.5,2.034,5.624
27.75,2.238,5.774
28.0,2.23,5.817
28.25,2.109,5.925
28.5,2.058,5.692
28.75,2.136,5.883
29.0,2.106,5.048
29.25,2.246,5.196
29.5,2.148,4.404
29.75,2.41,4.886
30.0,2.34,4.865
30.25,2.501,4.924
30.5,2.528,5.246
30.75,2.558,5.471
31.0,2.335,5.651
31.25,2.228,5.506
31.5,2.294,5.379
31.75,2.333,5.424
32.0,2.313,5.01
32.25,2.471,5.589
32.5,2.36,5.577
32.75,2.437,4.924
33.0,2.181,5.38
33.25,2.094,5.465
33.5,2.16,5.51
33.75,2.151,5.826
34.0,2.173,5.642
34.25,2.026,5.57
34.5,2.246,5.631
34.75,2.09,5.596
35.0,2.24,5.24
35.25,2.286,5.695
35.5,2.359,5.504
35.75,2.317,5.6
36.0,2.26,5.327
36.25,2.331,5.265
36.5,2.408,5.248
36.75,2.398,4.993
37.0,2.324,5.204
37.25,2.445,5.278
37.5,2.272,5.219
37.75,2.22,5.203
38.0,2.341,5.554
38.25,2.254,5.059
38.5,2.402,5.63
38.75,2.18,5.363
39.0,2.282,5.656
39.25,2.36,5.327
39.5,2.425,5.359
39.75,2.362,5.341
40.0,2.51,5.523
40.25,2.314,5.59
40.5,2.353,5.563
40.75,2.324,5.535
41.0,2.329,5.413
41.25,2.161,5.448
41.5,2.282,5.534
41.75,2.321,5.394
42.0,2.563,5.544
42.25,2.323,5.262
42.5,2.462,5.222
42.75,2.52,5.591
43.0,2.516,5.527
43.25,2.596,5.62
43.5,2.511,5.794
43.75,2.431,5.606
44.0,2.484,5.824
44.25,2.483,6.082
44.5,2.383,5.781
44.75,2.563,6.047
45.0,2.541,5.895
45.25,2.538,5.989
45.5,2.417,5.846
45.75,2.426,5.859
46.0,2.501,5.542
46.25,2.521,5.764
46.5,2.449,5.334
46.75,2.266,5.563
47.0,2.377,5.409
47.25,2.302,5.275
47.5,2.354,5.415
47.75,2.415,5.474
48.0,2.268,5.333
48.25,2.249,5.347
48.5,2.318,5.308
48.75,2.242,5.444
49.0,2.449,5.344
49.25,2.153,5.358
49.5,2.298,5.294
49.75,2.345,5.508
