time_ns,protein_bb_rmsd_A,ligand_rmsd_A
0.0,0.0,0.0
0.25,1.487,1.433
0.5,1.567,2.081
0.75,1.488,2.489
1.0,1.414,1.541
1.25,1.381,1.625
1.5,1.804,1.733
1.75,1.988,2.278
2.0,1.897,2.324
2.25,1.686,1.944
2.5,1.643,2.146
2.75,1.536,1.894
3.0,1.796,2.25
3.25,1.78,2.123
3.5,1.609,2.348
3.75,1.795,2.196
4.0,1.848,1.769
4.25,1.822,2.601
4.5,1.727,2.131
4.75,1.914,1.793
5.0,1.802,1.791
5.25,1.787,2.727
5.5,1.636,2.784
5.75,1.83,2.56
6.0,1.768,2.487
6.25,1.737,2.569
6.5,1.699,2.983
6.75,1.779,2.669
7.0,1.662,2.66
7.25,1.862,3.169
7.5,1.836,2.722
7.75,1.655,2.348
8.0,1.824,2.99
8.25,1.583,2.581
8.5,1.686,2.361
8.75,1.885,2.584
9.0,1.773,2.179
9.25,1.699,2.506
9.5,1.774,2.518
9.75,1.639,2.648
10.0,1.674,2.521
10.25,1.73,2.399
10.5,1.873,2.868
10.75,1.768,2.823
11.0,1.806,2.544
11.25,1.805,2.539
11.5,1.847,2.976
11.75,1.903,3.17
12.0,1.912,2.512
12.25,1.876,2.851
12.5,1.928,2.632
12.75,1.869,2.537
13.0,1.805,2.301
13.25,1.827,2.357
13.5,1.83,2.422
13.75,1.852,2.356
14.0,2.034,2.077
14.25,1.846,2.347
14.5,1.889,2.603
14.75,1.942,1.9
15.0,1.962,2.89
15.25,1.992,2.235
15.5,1.957,2.819
15.75,1.982,2.586
16.0,1.868,2.272
16.25,1.874,2.527
16.5,1.989,2.503
16.75,1.955,2.212
17.0,1.888,3.057
17.25,2.086,3.175
17.5,1.881,2.684
17.75,1.881,2.259
18.0,2.017,2.754
18.25,1.86,2.5
18.5,1.948,2.295
18.75,2.075,2.511
19.0,2.073,3.229
19.25,1.906,2.647
19.5,1.9,2.665
19.75,1.907,2.375
20.0,2.015,2.15
20.25,2.068,3.106
20.5,1.876,2.808
20.75,2.045,2.605
21.0,2.036,2.551
21.25,2.035,2.192
21.5,2.059,2.361
21.75,1.969,2.591
22.0,1.954,2.488
22.25,1.853,2.423
22.5,1.805,2.426
22.75,1.92,2.801
23.0,1.81,2.4
23.25,1.889,2.405
23.5,1.999,2.826
23.75,1.919,2.753
24.0,2.098,2.813
24.25,1.783,2.702
24.5,2.113,3.248
24.75,2.023,2.699
25.0,2.105,3.01
25.25,2.159,2.703
25.5,2.144,2.354
25.75,1.91,2.041
26.0,1.841,2.07
26.25,2.042,2.138
26.5,2.041,1.975
26.75,2.181,2.397
27.0,2.088,2.429
27.25,2.1,2.164
27.5,1.973,3.739
27.75,1.952,2.222
28.0,2.168,1.924
28.25,2.136,2.031
28.5,1.954,2.547
28.75,2.095,2.638
29.0,2.032,2.373
29.25,2.037,2.288
29.5,1.999,2.22
29.75,2.044,1.988
30.0,1.997,2.203
30.25,2.105,2.371
30.5,2.005,2.158
30.75,2.088,2.274
31.0,1.942,2.018
31.25,1.994,2.276
31.5,2.09,1.947
31.75,1.969,2.257
32.0,2.175,2.914
32.25,1.885,2.373
32.5,2.044,3.009
32.75,1.963,2.718
33.0,1.946,3.445
33.25,1.999,3.1
33.5,1.915,2.361
33.75,2.037,2.434
34.0,2.035,2.741
34.25,2.033,3.015
34.5,2.26,2.789
34.75,2.199,3.089
35.0,2.236,2.713
35.25,2.392,3.073
35.5,2.211,2.993
35.75,2.064,2.214
36.0,2.063,3.068
36.25,1.891,3.187
36.5,1.863,2.912
36.75,1.848,3.678
37.0,2.03,3.475
37.25,2.015,3.922
37.5,1.99,3.283
37.75,1.805,2.604
38.0,2.243,2.727
38.25,2.376,2.945
38.5,2.154,2.449
38.75,2.207,2.465
39.0,2.242,2.98
39.25,2.195,2.15
39.5,2.204,2.529
39.75,2.325,2.373
40.0,2.25,2.625
40.25,2.315,4.025
40.5,2.165,2.658
40.75,2.129,2.539
41.0,2.075,3.415
41.25,2.014,3.81
41.5,2.108,3.507
41.75,2.235,3.062
42.0,2.035,3.357
42.25,1.932,3.209
42.5,1.985,2.967
42.75,1.966,2.781
43.0,1.911,3.389
43.25,2.093,3.83
43.5,1.954,3.529
43.75,1.996,2.994
44.0,2.024,3.105
44.25,2.005,2.76
44.5,1.803,3.304
44.75,1.913,3.347
45.0,2.212,3.648
45.25,2.021,3.502
45.5,2.13,3.13
45.75,2.031,3.489
46.0,1.974,3.583
46.25,2.178,3.296
46.5,2.109,2.94
46.75,2.356,3.819
47.0,2.202,3.354
47.25,2.03,3.742
47.5,1.938,3.321
47.75,1.987,3.428
48.0,1.973,3.601
48.25,1.992,3.876
48.5,2.144,4.049
48.75,1.932,3.902
49.0,2.118,4.824
49.25,1.989,4.743
49.5,2.087,4.149
49.75,2.057,3.681
