time_ns,protein_bb_rmsd_A,ligand_rmsd_A
0.0,0.0,0.0
0.25,0.859,2.133
0.5,0.86,2.169
0.75,1.14,2.483
1.0,0.963,2.554
1.25,1.241,2.642
1.5,1.442,3.535
1.75,1.209,2.685
2.0,1.671,3.182
2.25,1.981,3.192
2.5,1.932,3.054
2.75,1.856,3.341
3.0,1.681,3.082
3.25,2.004,3.431
3.5,1.937,3.557
3.75,2.019,3.935
4.0,1.83,3.085
4.25,1.64,3.091
4.5,1.508,2.554
4.75,1.574,2.865
5.0,1.671,2.968
5.25,1.681,2.711
5.5,1.719,2.43
5.75,1.519,2.623
6.0,1.463,2.99
6.25,1.528,2.455
6.5,1.574,2.395
6.75,1.529,2.436
7.0,1.838,2.932
7.25,1.965,3.217
7.5,1.683,2.739
7.75,1.594,2.757
8.0,1.889,2.803
8.25,1.567,2.973
8.5,1.504,2.972
8.75,1.524,2.838
9.0,1.574,2.815
9.25,1.672,2.993
9.5,1.824,3.009
9.75,1.681,2.958
10.0,1.641,2.934
10.25,1.779,2.924
10.5,1.661,2.583
10.75,1.641,2.808
11.0,1.647,2.8
11.25,1.869,2.554
11.5,1.683,2.828
11.75,1.842,3.182
12.0,1.528,3.137
12.25,1.525,2.583
12.5,1.567,2.685
12.75,1.735,2.912
13.0,1.44,2.554
13.25,1.688,2.694
13.5,1.544,2.968
13.75,1.468,2.918
14.0,1.466,2.882
14.25,1.536,2.828
14.5,1.545,2.911
14.75,1.761,3.03
15.0,1.804,3.892
15.25,1.669,3.433
15.5,1.648,3.462
15.75,1.52,3.33
16.0,1.739,3.5
16.25,1.643,2.687
16.5,1.68,2.9
16.75,1.563,2.93
17.0,1.597,2.879
17.25,1.549,2.963
17.5,1.629,2.943
17.75,1.798,2.982
18.0,1.818,3.155
18.25,1.758,2.999
18.5,1.708,3.239
18.75,1.655,2.975
19.0,1.578,3.06
19.25,1.607,4.014
19.5,1.67,3.143
19.75,1.84,3.021
20.0,1.985,3.362
20.25,1.716,3.039
20.5,1.736,3.141
20.75,1.907,2.944
21.0,1.656,3.017
21.25,1.715,3.079
21.5,1.862,3.293
21.75,2.04,3.311
22.0,1.69,3.05
22.25,1.822,2.963
22.5,1.68,3.336
22.75,1.743,3.166
23.0,1.62,3.161
23.25,1.813,3.226
23.5,1.729,4.244
23.75,1.812,4.326
24.0,1.609,3.764
24.25,1.798,2.802
24.5,1.806,4.016
24.75,1.688,4.463
25.0,1.897,4.222
25.25,1.841,4.094
25.5,1.893,4.853
25.75,1.765,3.66
26.0,1.966,4.12
26.25,1.862,3.392
26.5,1.752,4.541
26.75,1.896,4.209
27.0,1.778,5.63
27.25,1.906,4.248
27.5,1.856,4.189
27.75,1.885,4.23
28.0,1.725,4.166
28.25,1.763,4.152
28.5,1.743,3.894
28.75,1.979,4.472
29.0,1.765,3.836
29.25,1.633,4.038
29.5,1.644,4.028
29.75,1.634,3.854
30.0,1.558,4.428
30.25,1.38,4.166
30.5,1.85,3.99
30.75,1.654,5.014
31.0,1.6,4.489
31.25,1.775,4.132
31.5,1.732,3.644
31.75,1.502,3.686
32.0,1.718,4.378
32.25,1.559,4.387
32.5,1.58,4.12
32.75,1.709,4.357
33.0,1.641,4.022
33.25,1.5,3.86
33.5,1.492,4.215
33.75,1.719,4.096
34.0,1.706,4.461
34.25,1.792,3.788
34.5,1.665,4.05
34.75,1.715,3.818
35.0,1.339,4.185
35.25,1.285,3.673
35.5,1.357,3.951
35.75,1.302,3.676
36.0,1.25,3.493
36.25,1.219,3.895
36.5,1.305,3.745
36.75,1.316,3.623
37.0,1.297,3.449
37.25,1.289,4.122
37.5,1.39,4.093
37.75,1.366,4.039
38.0,1.454,3.733
38.25,1.375,3.666
38.5,1.278,3.801
38.75,1.343,3.835
39.0,1.467,4.432
39.25,1.37,3.775
39.5,1.389,4.112
39.75,1.465,3.897
40.0,1.341,3.833
40.25,1.433,4.15
40.5,1.499,4.031
40.75,1.356,4.521
41.0,1.506,4.522
41.25,1.437,4.431
41.5,1.416,4.145
41.75,1.4,4.278
42.0,1.367,3.694
42.25,1.576,3.888
42.5,1.538,3.852
42.75,1.46,3.335
43.0,1.511,3.709
43.25,1.514,3.648
43.5,1.556,3.714
43.75,1.648,3.861
44.0,1.547,4.114
44.25,1.45,4.006
44.5,1.441,4.03
44.75,1.394,3.388
45.0,1.486,3.567
45.25,1.435,3.782
45.5,1.421,3.453
45.75,1.316,3.818
46.0,1.501,3.449
46.25,1.527,3.811
46.5,1.623,4.221
46.75,1.541,3.97
47.0,1.55,3.631
47.25,1.481,3.844
47.5,1.555,4.324
47.75,1.602,3.531
48.0,1.49,4.21
48.25,1.521,3.827
48.5,1.437,4.254
48.75,1.534,4.066
49.0,1.46,3.854
49.25,1.47,3.804
49.5,1.553,4.231
49.75,1.393,3.945
