time_ns,protein_bb_rmsd_A,ligand_rmsd_A
0.0,0.0,0.0
0.25,0.987,2.412
0.5,1.022,3.083
0.75,0.978,1.992
1.0,1.037,1.799
1.25,1.094,1.536
1.5,1.246,1.775
1.75,1.304,1.701
2.0,1.306,1.766
2.25,1.551,1.685
2.5,1.6,3.019
2.75,1.419,1.936
3.0,1.568,2.54
3.25,1.392,1.811
3.5,1.304,2.455
3.75,1.549,1.942
4.0,1.528,1.923
4.25,1.329,1.551
4.5,1.533,1.769
4.75,1.372,2.262
5.0,1.43,2.265
5.25,1.296,1.714
5.5,1.342,1.796
5.75,1.356,1.603
6.0,1.358,1.687
6.25,1.267,1.834
6.5,1.496,1.787
6.75,1.387,1.758
7.0,1.542,2.052
7.25,1.341,1.709
7.5,1.41,2.127
7.75,1.502,1.886
8.0,1.447,1.892
8.25,1.647,1.859
8.5,1.711,2.201
8.75,1.75,1.969
9.0,1.624,1.973
9.25,1.854,1.811
9.5,1.842,2.492
9.75,1.638,1.967
10.0,1.741,1.76
10.25,1.87,1.673
10.5,1.659,1.739
10.75,1.626,2.191
11.0,1.706,1.757
11.25,1.799,1.596
11.5,1.818,1.857
11.75,1.794,1.999
12.0,1.97,2.114
12.25,1.799,1.891
12.5,1.802,1.643
12.75,1.737,2.033
13.0,1.721,1.862
13.25,2.2,1.947
13.5,1.784,2.005
13.75,1.643,2.644
14.0,1.751,2.227
14.25,1.647,2.322
14.5,1.769,2.59
14.75,1.717,2.124
15.0,1.703,2.425
15.25,1.582,2.228
15.5,1.624,2.071
15.75,1.873,3.935
16.0,1.684,3.397
16.25,1.995,3.193
16.5,2.363,3.567
16.75,1.896,4.25
17.0,1.709,4.096
17.25,1.745,3.619
17.5,1.999,3.831
17.75,1.731,3.748
18.0,1.742,3.579
18.25,1.821,4.696
18.5,1.729,4.637
18.75,1.961,4.987
19.0,2.146,4.202
19.25,1.829,4.952
19.5,2.238,4.498
19.75,2.041,4.242
20.0,1.969,4.41
20.25,1.97,4.825
20.5,2.138,4.398
20.75,1.665,4.179
21.0,1.416,5.029
21.25,1.77,5.57
21.5,1.589,5.872
21.75,1.472,5.08
22.0,1.558,3.91
22.25,1.847,3.679
22.5,1.65,3.172
22.75,1.651,3.635
23.0,1.755,3.044
23.25,1.61,3.256
23.5,1.545,3.255
23.75,1.759,3.711
24.0,1.497,2.716
24.25,1.517,3.36
24.5,1.546,3.057
24.75,1.576,3.396
25.0,1.575,2.689
25.25,1.438,3.451
25.5,1.741,3.633
25.75,1.697,3.342
26.0,1.613,3.692
26.25,1.682,3.163
26.5,1.623,2.879
26.75,1.498,3.443
27.0,1.534,3.857
27.25,1.611,3.814
27.5,1.526,3.766
27.75,1.638,3.06
28.0,1.685,3.283
28.25,1.835,3.13
28.5,1.718,2.798
28.75,1.69,3.016
29.0,1.599,3.292
29.25,1.467,3.0
29.5,1.634,2.858
29.75,1.531,3.237
30.0,1.692,3.123
30.25,1.615,3.102
30.5,1.589,3.693
30.75,1.741,3.533
31.0,1.571,3.036
31.25,1.739,3.223
31.5,1.8,2.892
31.75,1.667,3.095
32.0,1.566,2.948
32.25,1.422,3.224
32.5,1.601,3.294
32.75,1.472,4.135
33.0,1.439,3.557
33.25,1.388,3.383
33.5,1.633,3.697
33.75,1.599,3.488
34.0,1.685,2.876
34.25,1.517,3.165
34.5,1.389,3.112
34.75,1.65,2.988
35.0,1.455,3.147
35.25,1.692,2.932
35.5,1.585,2.851
35.75,1.631,3.32
36.0,1.498,2.589
36.25,1.555,2.767
36.5,1.691,2.91
36.75,1.457,2.562
37.0,1.72,2.773
37.25,1.571,2.525
37.5,1.369,2.662
37.75,1.422,2.84
38.0,1.356,3.099
38.25,1.488,3.499
38.5,1.442,3.675
38.75,1.43,3.1
39.0,1.565,2.591
39.25,1.465,3.408
39.5,1.462,3.708
39.75,1.466,4.235
40.0,1.542,3.85
40.25,1.368,3.76
40.5,1.359,3.691
40.75,1.406,3.787
41.0,1.503,3.295
41.25,1.538,2.958
41.5,1.42,3.512
41.75,1.47,3.065
42.0,1.465,3.117
42.25,1.339,2.978
42.5,1.396,3.296
42.75,1.358,3.13
43.0,1.445,3.039
43.25,1.484,3.553
43.5,1.333,2.603
43.75,1.427,2.677
44.0,1.32,2.495
44.25,1.444,2.765
44.5,1.46,2.97
44.75,1.516,2.81
45.0,1.522,2.704
45.25,1.542,1.813
45.5,1.592,2.127
45.75,1.527,2.295
46.0,1.472,2.613
46.25,1.501,2.243
46.5,1.553,2.621
46.75,1.608,2.095
47.0,1.521,2.505
47.25,1.599,2.586
47.5,1.42,3.681
47.75,1.526,3.096
48.0,1.403,3.333
48.25,1.546,1.82
48.5,1.47,2.217
48.75,1.416,1.446
49.0,1.555,1.647
49.25,1.566,2.505
49.5,1.557,1.873
49.75,1.505,2.943
