time_ns,protein_bb_rmsd_A,ligand_rmsd_A
0.0,0.0,0.0
0.25,1.542,2.393
0.5,1.378,2.24
0.75,1.457,4.376
1.0,1.565,3.732
1.25,1.638,6.243
1.5,1.448,5.065
1.75,1.521,5.025
2.0,1.623,5.127
2.25,1.919,4.667
2.5,2.1,4.698
2.75,1.921,4.313
3.0,1.564,4.58
3.25,1.772,5.305
3.5,1.836,4.682
3.75,1.765,5.124
4.0,1.882,5.686
4.25,1.987,5.777
4.5,1.921,5.436
4.75,1.915,5.071
5.0,1.768,4.785
5.25,1.505,5.013
5.5,1.719,5.102
5.75,1.718,5.113
6.0,1.999,4.604
6.25,1.774,5.235
6.5,1.888,4.403
6.75,1.898,5.206
7.0,1.614,5.187
7.25,1.773,4.673
7.5,1.713,4.906
7.75,1.479,4.902
8.0,1.59,4.806
8.25,1.373,5.297
8.5,1.816,5.245
8.75,1.721,5.073
9.0,1.742,4.917
9.25,1.668,5.67
9.5,1.875,5.144
9.75,1.508,5.615
10.0,1.759,5.29
10.25,1.576,5.313
10.5,1.589,5.785
10.75,1.566,5.658
11.0,1.471,5.865
11.25,1.66,5.837
11.5,1.571,5.348
11.75,1.531,5.485
12.0,1.48,5.696
12.25,1.629,5.498
12.5,1.646,5.042
12.75,1.692,5.13
13.0,1.513,5.245
13.25,1.41,5.513
13.5,1.689,5.83
13.75,1.504,5.72
14.0,1.481,5.991
14.25,1.504,5.356
14.5,1.445,4.945
14.75,1.767,5.129
15.0,1.432,5.649
15.25,1.429,5.66
15.5,1.402,5.663
15.75,1.431,5.121
16.0,1.702,5.208
16.25,1.474,6.277
16.5,1.528,5.141
16.75,1.38,5.908
17.0,1.533,5.625
17.25,1.563,5.614
17.5,1.496,6.883
17.75,1.493,5.801
18.0,1.384,5.886
18.25,1.44,6.252
18.5,1.497,5.865
18.75,1.519,6.587
19.0,1.521,6.927
19.25,1.517,6.359
19.5,1.553,6.366
19.75,1.534,6.681
20.0,1.586,6.789
20.25,1.614,6.643
20.5,1.92,6.649
20.75,1.69,6.379
21.0,1.651,5.678
21.25,1.518,6.083
21.5,1.512,5.86
21.75,1.472,6.448
22.0,1.434,6.344
22.25,1.658,6.055
22.5,1.421,6.032
22.75,1.456,6.557
23.0,1.533,6.282
23.25,1.612,6.589
23.5,1.505,6.403
23.75,1.594,6.755
24.0,1.566,6.698
24.25,1.433,6.068
24.5,1.537,5.851
24.75,1.552,6.109
25.0,1.579,6.704
25.25,1.712,6.33
25.5,1.503,6.239
25.75,1.559,6.29
26.0,1.607,6.3
26.25,1.561,6.272
26.5,1.623,6.226
26.75,1.599,6.202
27.0,1.691,6.273
27.25,1.749,6.344
27.5,1.72,6.194
27.75,1.804,6.203
28.0,1.813,6.46
28.25,1.911,5.816
28.5,1.88,6.635
28.75,1.802,6.224
29.0,1.691,6.511
29.25,1.664,6.12
29.5,1.724,6.309
29.75,1.88,6.737
30.0,1.733,6.597
30.25,1.719,6.513
30.5,1.916,6.367
30.75,1.763,6.252
31.0,1.774,6.267
31.25,1.783,6.451
31.5,1.649,6.472
31.75,1.657,6.452
32.0,1.556,6.523
32.25,1.663,6.205
32.5,1.624,6.27
32.75,1.652,6.353
33.0,1.64,6.323
33.25,1.717,6.541
33.5,1.733,6.328
33.75,1.868,6.337
34.0,1.756,6.261
34.25,1.797,6.494
34.5,1.674,6.18
34.75,1.888,6.262
35.0,1.806,6.047
35.25,1.688,6.558
35.5,1.79,6.452
35.75,1.673,6.269
36.0,1.899,6.509
36.25,1.698,6.286
36.5,1.62,6.682
36.75,1.708,6.544
37.0,1.647,6.496
37.25,1.829,6.461
37.5,1.822,6.239
37.75,1.838,6.431
38.0,1.869,6.161
38.25,1.681,6.324
38.5,1.617,6.252
38.75,1.645,5.495
39.0,1.734,5.509
39.25,1.654,5.777
39.5,1.674,5.923
39.75,1.704,5.867
40.0,1.66,5.934
40.25,1.544,5.928
40.5,1.868,6.029
40.75,1.854,5.873
41.0,1.879,5.853
41.25,1.709,5.894
41.5,1.728,5.832
41.75,1.78,5.97
42.0,1.664,5.807
42.25,1.725,6.155
42.5,1.542,6.386
42.75,1.709,6.181
43.0,1.845,6.073
43.25,1.938,6.131
43.5,1.784,5.288
43.75,1.629,5.669
44.0,1.734,5.364
44.25,1.685,5.765
44.5,1.718,5.826
44.75,1.623,5.554
45.0,1.773,5.416
45.25,1.679,5.876
45.5,1.647,5.48
45.75,1.828,5.852
46.0,1.657,5.458
46.25,1.549,4.994
46.5,1.691,5.513
46.75,1.615,5.572
47.0,1.637,6.155
47.25,1.591,5.739
47.5,1.752,6.475
47.75,1.575,5.631
48.0,1.561,5.704
48.25,1.71,5.555
48.5,1.537,5.913
48.75,1.513,5.777
49.0,1.487,6.175
49.25,1.494,6.513
49.5,1.628,6.397
49.75,1.617,6.484
