time_ns,protein_bb_rmsd_A,ligand_rmsd_A
0.0,0.0,0.0
0.25,1.053,1.798
0.5,1.124,1.918
0.75,1.285,2.13
1.0,1.371,2.214
1.25,1.455,1.854
1.5,1.598,1.799
1.75,1.471,2.547
2.0,1.69,2.054
2.25,1.493,2.278
2.5,1.705,2.103
2.75,1.72,2.148
3.0,1.656,2.307
3.25,1.583,2.397
3.5,1.478,2.352
3.75,1.599,2.211
4.0,1.488,2.606
4.25,1.781,2.961
4.5,1.639,2.801
4.75,1.86,2.386
5.0,1.563,2.943
5.25,1.707,2.521
5.5,1.475,3.153
5.75,1.413,3.206
6.0,1.508,2.868
6.25,1.507,2.817
6.5,1.373,3.279
6.75,1.556,2.691
7.0,1.452,2.981
7.25,1.429,3.166
7.5,1.465,2.736
7.75,1.541,2.769
8.0,1.465,3.382
8.25,1.659,3.037
8.5,1.721,2.456
8.75,1.59,2.669
9.0,1.406,2.775
9.25,1.418,2.448
9.5,1.521,2.455
9.75,1.492,2.522
10.0,1.531,2.541
10.25,1.575,2.65
10.5,1.562,2.653
10.75,1.684,2.604
11.0,1.56,2.49
11.25,1.552,2.62
11.5,1.636,2.742
11.75,1.544,2.609
12.0,1.589,2.919
12.25,1.608,2.588
12.5,1.506,2.779
12.75,1.729,2.534
13.0,1.56,2.392
13.25,1.73,2.531
13.5,1.572,2.423
13.75,1.606,3.239
14.0,1.517,2.494
14.25,1.782,2.682
14.5,1.802,2.366
14.75,1.839,2.808
15.0,1.539,2.737
15.25,1.933,2.598
15.5,1.702,2.81
15.75,1.667,2.658
16.0,1.869,2.683
16.25,1.825,2.678
16.5,1.867,2.664
16.75,1.935,2.742
17.0,1.7,2.427
17.25,1.833,2.78
17.5,1.919,2.928
17.75,1.807,2.753
18.0,1.668,3.58
18.25,1.551,3.565
18.5,1.623,3.586
18.75,1.697,3.516
19.0,1.729,3.302
19.25,1.652,3.922
19.5,1.605,3.751
19.75,1.579,4.139
20.0,1.621,3.306
20.25,1.561,3.386
20.5,1.681,2.973
20.75,1.669,2.963
21.0,1.603,3.061
21.25,1.726,3.354
21.5,1.674,3.964
21.75,1.548,3.467
22.0,1.751,4.244
22.25,1.722,3.937
22.5,1.484,3.961
22.75,1.562,3.996
23.0,1.566,3.525
23.25,1.653,4.069
23.5,1.72,4.079
23.75,1.548,4.274
24.0,1.646,4.058
24.25,1.767,4.163
24.5,1.582,3.777
24.75,1.569,4.053
25.0,1.595,3.287
25.25,1.622,4.012
25.5,1.582,3.85
25.75,1.63,3.054
26.0,1.651,2.5
26.25,1.675,2.835
26.5,1.669,2.527
26.75,1.574,2.291
27.0,1.561,2.561
27.25,1.654,2.635
27.5,1.65,2.501
27.75,1.65,2.398
28.0,1.673,2.994
28.25,1.768,2.79
28.5,1.674,2.397
28.75,1.719,2.548
29.0,1.643,2.692
29.25,1.618,2.882
29.5,1.627,2.33
29.75,1.668,2.876
30.0,1.805,2.666
30.25,1.543,2.844
30.5,1.7,3.049
30.75,1.572,2.82
31.0,1.569,2.862
31.25,1.569,2.839
31.5,1.718,2.583
31.75,1.596,3.365
32.0,1.632,2.662
32.25,1.674,2.83
32.5,1.885,3.103
32.75,1.749,2.896
33.0,1.758,3.119
33.25,1.76,3.121
33.5,1.742,3.198
33.75,1.745,2.952
34.0,1.707,3.149
34.25,1.635,3.698
34.5,1.805,3.865
34.75,1.71,3.743
35.0,1.779,3.55
35.25,1.838,3.417
35.5,1.75,3.619
35.75,1.764,3.574
36.0,1.668,3.501
36.25,1.647,3.615
36.5,1.679,3.374
36.75,1.678,3.277
37.0,1.719,3.41
37.25,1.676,3.546
37.5,1.6,3.568
37.75,1.645,4.171
38.0,1.613,3.519
38.25,1.463,3.234
38.5,1.572,3.427
38.75,1.606,3.172
39.0,1.675,3.374
39.25,1.51,3.269
39.5,1.555,3.331
39.75,1.607,3.452
40.0,1.533,3.822
40.25,1.599,3.549
40.5,1.48,3.908
40.75,1.452,3.839
41.0,1.746,4.044
41.25,1.602,3.437
41.5,1.632,3.664
41.75,1.438,3.395
42.0,1.534,2.914
42.25,1.727,3.486
42.5,1.746,3.369
42.75,1.682,2.922
43.0,1.741,3.201
43.25,1.751,3.45
43.5,1.802,4.111
43.75,1.696,3.111
44.0,1.607,2.118
44.25,1.641,3.049
44.5,1.684,2.405
44.75,1.637,3.16
45.0,1.715,2.936
45.25,1.694,3.383
45.5,1.717,3.33
45.75,1.841,3.168
46.0,1.712,2.983
46.25,1.708,2.259
46.5,1.696,2.616
46.75,1.668,2.524
47.0,1.679,2.481
47.25,1.577,2.679
47.5,1.664,2.914
47.75,1.737,2.715
48.0,1.811,2.725
48.25,1.595,2.51
48.5,1.767,2.621
48.75,1.651,2.537
49.0,1.614,2.566
49.25,1.677,2.731
49.5,1.802,2.597
49.75,1.653,2.246
