time_ns,protein_bb_rmsd_A,ligand_rmsd_A
0.0,0.0,0.0
0.25,0.963,2.445
0.5,0.971,2.736
0.75,1.015,1.911
1.0,1.091,2.736
1.25,1.316,3.512
1.5,1.434,4.308
1.75,1.401,4.167
2.0,1.408,5.423
2.25,1.314,4.836
2.5,1.325,4.341
2.75,1.367,3.793
3.0,1.457,4.054
3.25,1.357,3.374
3.5,1.466,3.744
3.75,1.452,4.006
4.0,1.459,3.532
4.25,1.382,3.583
4.5,1.544,3.317
4.75,1.411,3.469
5.0,1.277,3.416
5.25,1.647,3.689
5.5,1.638,3.897
5.75,2.02,3.733
6.0,1.788,3.58
6.25,1.501,3.534
6.5,1.531,3.404
6.75,1.349,3.709
7.0,1.516,3.429
7.25,1.797,5.829
7.5,1.732,3.413
7.75,1.479,3.521
8.0,1.897,3.61
8.25,1.6,3.644
8.5,1.432,3.337
8.75,1.681,3.608
9.0,1.652,3.882
9.25,1.625,4.79
9.5,1.798,5.159
9.75,1.758,4.323
10.0,1.602,4.09
10.25,1.555,5.301
10.5,1.742,4.745
10.75,1.606,5.103
11.0,1.529,3.543
11.25,1.894,3.608
11.5,1.612,3.4
11.75,1.653,2.5
12.0,1.549,3.504
12.25,1.682,2.426
12.5,1.764,3.234
12.75,1.636,2.783
13.0,1.645,4.046
13.25,1.735,5.406
13.5,1.813,4.176
13.75,2.023,3.437
14.0,1.925,3.443
14.25,2.192,4.415
14.5,2.047,3.583
14.75,2.378,3.313
15.0,2.394,2.979
15.25,1.994,4.349
15.5,2.005,4.135
15.75,1.97,3.453
16.0,2.172,3.781
16.25,1.716,4.134
16.5,1.718,3.66
16.75,1.775,3.422
17.0,1.594,3.328
17.25,1.825,3.714
17.5,1.758,5.64
17.75,1.94,6.176
18.0,1.745,5.472
18.25,1.617,3.447
18.5,1.73,3.745
18.75,1.492,3.603
19.0,1.762,3.209
19.25,1.593,4.357
19.5,1.653,4.312
19.75,1.995,4.006
20.0,1.833,4.968
20.25,2.093,6.519
20.5,1.943,7.108
20.75,1.94,6.003
21.0,1.874,6.735
21.25,2.165,6.229
21.5,1.839,6.71
21.75,1.929,6.769
22.0,1.947,5.492
22.25,1.89,5.4
22.5,1.94,4.77
22.75,1.939,5.329
23.0,2.483,5.391
23.25,2.123,5.349
23.5,2.033,5.261
23.75,1.868,4.021
24.0,1.632,3.838
24.25,2.025,5.943
24.5,1.867,6.208
24.75,1.632,5.746
25.0,2.014,5.108
25.25,1.538,7.757
25.5,1.585,7.157
25.75,1.61,6.555
26.0,1.572,6.597
26.25,1.784,6.575
26.5,1.87,6.771
26.75,1.55,6.91
27.0,1.706,6.334
27.25,1.981,7.26
27.5,1.914,6.327
27.75,1.843,7.032
28.0,1.974,6.486
28.25,1.722,7.048
28.5,2.014,6.236
28.75,1.769,6.013
29.0,1.952,6.63
29.25,1.979,6.515
29.5,1.907,7.159
29.75,1.755,7.376
30.0,1.75,7.097
30.25,1.607,6.779
30.5,1.522,7.369
30.75,1.964,7.742
31.0,1.664,6.753
31.25,2.114,7.629
31.5,1.725,7.309
31.75,1.824,7.367
32.0,1.715,6.55
32.25,1.755,7.607
32.5,1.735,6.637
32.75,1.711,6.945
33.0,1.983,6.069
33.25,1.879,7.172
33.5,1.618,6.955
33.75,1.828,6.956
34.0,1.823,6.774
34.25,1.696,7.953
34.5,1.765,6.891
34.75,1.564,7.597
35.0,1.778,6.316
35.25,1.719,6.873
35.5,1.738,6.725
35.75,1.639,6.281
36.0,1.488,6.376
36.25,1.597,6.589
36.5,1.601,6.585
36.75,1.547,7.24
37.0,1.648,6.87
37.25,1.633,7.211
37.5,1.675,6.508
37.75,1.579,7.24
38.0,1.469,6.565
38.25,1.719,7.697
38.5,1.527,6.841
38.75,1.558,7.351
39.0,1.597,7.305
39.25,1.599,7.29
39.5,1.584,6.829
39.75,1.71,5.721
40.0,1.681,6.417
40.25,1.869,6.756
40.5,1.755,7.371
40.75,2.006,6.788
41.0,1.688,7.038
41.25,1.678,8.628
41.5,1.693,7.014
41.75,1.655,6.717
42.0,1.831,6.732
42.25,1.862,6.89
42.5,1.783,6.032
42.75,1.813,6.154
43.0,1.947,6.753
43.25,1.614,6.751
43.5,1.708,7.323
43.75,1.693,7.038
44.0,1.922,6.864
44.25,1.584,6.389
44.5,1.698,7.374
44.75,1.901,7.105
45.0,1.925,7.94
45.25,1.898,7.864
45.5,1.831,7.759
45.75,1.953,6.158
46.0,2.035,6.889
46.25,2.072,6.526
46.5,1.76,7.645
46.75,1.991,6.632
47.0,1.942,7.171
47.25,1.875,6.523
47.5,1.851,6.908
47.75,1.732,7.279
48.0,1.693,6.932
48.25,1.748,6.79
48.5,1.725,6.804
48.75,1.756,7.378
49.0,1.722,7.368
49.25,1.737,7.372
49.5,1.88,4.062
49.75,1.696,7.01
