time_ns,protein_bb_rmsd_A,ligand_rmsd_A
0.0,0.007,
0.25,1.066,
0.5,1.12,
0.75,1.215,
1.0,1.572,
1.25,1.264,
1.5,1.253,
1.75,1.217,
2.0,1.225,
2.25,1.367,
2.5,1.346,
2.75,1.141,
3.0,1.364,
3.25,1.188,
3.5,1.307,
3.75,1.333,
4.0,1.474,
4.25,1.284,
4.5,1.352,
4.75,1.366,
5.0,1.313,
5.25,1.423,
5.5,1.397,
5.75,1.424,
6.0,1.422,
6.25,1.528,
6.5,1.425,
6.75,1.482,
7.0,1.589,
7.25,1.52,
7.5,1.525,
7.75,1.407,
8.0,1.376,
8.25,1.381,
8.5,1.426,
8.75,1.441,
9.0,1.359,
9.25,1.373,
9.5,1.345,
9.75,1.404,
10.0,1.376,
10.25,1.199,
10.5,1.493,
10.75,1.242,
11.0,1.4,
11.25,1.432,
11.5,1.517,
11.75,1.402,
12.0,1.436,
12.25,1.54,
12.5,1.518,
12.75,1.784,
13.0,1.678,
13.25,1.625,
13.5,1.524,
13.75,1.754,
14.0,1.607,
14.25,1.685,
14.5,1.997,
14.75,1.928,
15.0,1.841,
15.25,1.769,
15.5,1.632,
15.75,1.738,
16.0,1.96,
16.25,2.243,
16.5,1.685,
16.75,1.983,
17.0,1.85,
17.25,1.672,
17.5,1.603,
17.75,1.795,
18.0,1.587,
18.25,1.6,
18.5,1.556,
18.75,1.915,
19.0,1.849,
19.25,1.984,
19.5,1.735,
19.75,1.982,
20.0,1.946,
20.25,1.871,
20.5,1.928,
20.75,1.791,
21.0,1.697,
21.25,1.61,
21.5,1.566,
21.75,1.818,
22.0,1.916,
22.25,1.867,
22.5,1.703,
22.75,1.886,
23.0,1.886,
23.25,1.523,
23.5,1.576,
23.75,1.679,
24.0,1.713,
24.25,1.609,
24.5,1.575,
24.75,1.792,
25.0,1.574,
25.25,1.508,
25.5,1.447,
25.75,1.796,
26.0,1.695,
26.25,1.636,
26.5,1.655,
26.75,1.78,
27.0,1.608,
27.25,1.706,
27.5,2.04,
27.75,1.842,
28.0,2.13,
28.25,1.804,
28.5,1.617,
28.75,1.616,
29.0,1.676,
29.25,1.804,
29.5,1.797,
29.75,1.714,
30.0,1.875,
30.25,1.92,
30.5,1.734,
30.75,1.846,
31.0,1.67,
31.25,1.978,
31.5,1.955,
31.75,1.712,
32.0,1.748,
32.25,1.761,
32.5,2.096,
32.75,2.294,
33.0,2.564,
33.25,2.347,
33.5,1.993,
33.75,1.954,
34.0,2.393,
34.25,2.227,
34.5,2.368,
34.75,2.342,
35.0,2.22,
35.25,2.178,
35.5,1.965,
35.75,2.15,
36.0,2.511,
36.25,2.317,
36.5,2.076,
36.75,2.138,
37.0,2.329,
37.25,2.616,
37.5,2.39,
37.75,2.49,
38.0,2.517,
38.25,2.425,
38.5,1.967,
38.75,2.471,
39.0,2.017,
39.25,2.096,
39.5,2.257,
39.75,2.182,
40.0,2.205,
40.25,2.267,
40.5,2.325,
40.75,2.397,
41.0,2.317,
41.25,2.364,
41.5,2.765,
41.75,2.743,
42.0,2.458,
42.25,2.345,
42.5,2.255,
42.75,2.491,
43.0,2.586,
43.25,2.456,
43.5,2.509,
43.75,2.228,
44.0,2.488,
44.25,2.399,
44.5,2.335,
44.75,2.665,
45.0,2.483,
45.25,2.429,
45.5,2.434,
45.75,2.491,
46.0,2.386,
46.25,2.171,
46.5,2.449,
46.75,2.507,
47.0,2.272,
47.25,2.211,
47.5,2.161,
47.75,2.346,
48.0,2.19,
48.25,2.155,
48.5,2.05,
48.75,2.073,
49.0,2.115,
49.25,2.204,
49.5,2.172,
49.75,2.354,
