time_ns,protein_bb_rmsd_A,ligand_rmsd_A
0.0,0.0,0.0
0.25,1.242,3.002
0.5,0.994,2.656
0.75,1.242,2.938
1.0,1.487,2.388
1.25,1.426,3.161
1.5,1.268,3.535
1.75,1.38,3.107
2.0,1.406,3.754
2.25,1.53,3.464
2.5,1.623,3.518
2.75,1.735,3.482
3.0,1.431,3.656
3.25,1.714,3.481
3.5,1.558,3.607
3.75,1.667,2.601
4.0,1.73,2.8
4.25,1.865,2.8
4.5,1.535,2.928
4.75,1.649,2.196
5.0,1.793,3.57
5.25,1.585,3.357
5.5,1.634,3.087
5.75,1.68,2.499
6.0,1.64,3.544
6.25,2.003,3.536
6.5,2.164,3.779
6.75,1.833,2.461
7.0,1.78,3.042
7.25,1.59,3.737
7.5,1.559,2.993
7.75,1.668,3.62
8.0,1.829,2.819
8.25,1.8,2.586
8.5,1.722,2.813
8.75,1.719,2.919
9.0,1.951,2.553
9.25,1.7,3.112
9.5,1.722,2.904
9.75,1.666,4.106
10.0,1.848,3.069
10.25,1.86,3.007
10.5,1.835,3.0
10.75,1.944,2.574
11.0,1.691,3.796
11.25,1.844,3.233
11.5,1.779,2.57
11.75,1.833,2.459
12.0,1.754,3.206
12.25,1.722,2.587
12.5,1.583,3.224
12.75,1.64,3.015
13.0,1.678,3.92
13.25,1.927,3.519
13.5,1.618,3.324
13.75,1.879,3.669
14.0,1.928,3.577
14.25,1.935,3.259
14.5,1.979,3.699
14.75,2.055,3.834
15.0,1.81,3.507
15.25,1.663,3.455
15.5,1.854,3.152
15.75,1.843,3.545
16.0,1.715,3.158
16.25,1.775,3.416
16.5,1.946,3.031
16.75,1.984,3.342
17.0,2.122,3.286
17.25,2.106,3.342
17.5,1.859,3.512
17.75,1.749,3.461
18.0,1.629,2.147
18.25,1.753,2.851
18.5,1.949,2.903
18.75,1.704,3.1
19.0,1.719,2.733
19.25,1.787,3.692
19.5,1.747,3.084
19.75,1.959,3.359
20.0,2.007,3.279
20.25,1.972,3.621
20.5,1.795,3.081
20.75,1.888,3.093
21.0,1.884,3.094
21.25,2.107,3.147
21.5,1.816,3.047
21.75,1.812,3.347
22.0,1.693,3.25
22.25,1.791,3.291
22.5,1.739,3.233
22.75,2.021,3.164
23.0,1.749,2.775
23.25,1.76,3.373
23.5,1.606,3.056
23.75,1.749,3.786
24.0,1.901,3.103
24.25,2.085,2.965
24.5,1.99,3.032
24.75,1.756,3.387
25.0,1.725,3.427
25.25,1.66,3.061
25.5,1.568,2.593
25.75,1.593,2.672
26.0,1.611,2.247
26.25,1.692,3.189
26.5,1.817,2.511
26.75,1.878,3.226
27.0,1.844,2.994
27.25,1.957,2.96
27.5,2.04,3.375
27.75,1.886,2.546
28.0,2.064,3.038
28.25,1.951,1.624
28.5,1.988,2.77
28.75,2.102,3.056
29.0,1.944,3.323
29.25,1.989,3.002
29.5,1.668,3.041
29.75,1.942,3.317
30.0,2.058,3.126
30.25,1.887,2.702
30.5,1.949,2.9
30.75,1.976,2.918
31.0,1.953,3.055
31.25,1.928,3.076
31.5,2.066,2.258
31.75,1.926,3.075
32.0,1.699,2.597
32.25,1.836,3.237
32.5,2.156,3.204
32.75,2.124,2.704
33.0,2.177,3.175
33.25,2.294,3.394
33.5,2.059,3.278
33.75,1.699,3.447
34.0,2.006,3.331
34.25,2.064,3.179
34.5,1.883,3.338
34.75,2.117,3.673
35.0,2.033,3.43
35.25,1.958,3.468
35.5,1.684,2.838
35.75,1.778,3.394
36.0,1.746,2.147
36.25,1.81,3.253
36.5,1.807,3.884
36.75,1.898,2.746
37.0,1.892,2.531
37.25,1.984,4.036
37.5,2.355,3.08
37.75,2.033,3.095
38.0,2.101,3.319
38.25,1.9,3.948
38.5,1.779,3.205
38.75,1.761,2.789
39.0,1.86,3.519
39.25,1.841,3.494
39.5,1.969,2.612
39.75,1.861,2.774
40.0,2.004,2.959
40.25,1.968,2.463
40.5,1.943,3.669
40.75,2.007,3.674
41.0,1.83,3.272
41.25,2.038,2.909
41.5,1.823,2.731
41.75,1.879,3.058
42.0,1.807,3.072
42.25,1.883,3.315
42.5,1.779,2.923
42.75,1.861,3.278
43.0,1.598,3.006
43.25,1.848,2.319
43.5,1.858,2.837
43.75,1.712,3.38
44.0,1.637,3.344
44.25,1.67,3.518
44.5,1.682,3.179
44.75,1.759,3.349
45.0,1.807,3.343
45.25,1.715,2.962
45.5,1.794,2.822
45.75,1.797,3.501
46.0,1.794,3.358
46.25,1.788,3.103
46.5,1.814,2.78
46.75,1.828,3.127
47.0,2.016,3.263
47.25,1.911,3.329
47.5,1.702,3.121
47.75,1.96,2.94
48.0,1.729,3.13
48.25,1.797,3.039
48.5,1.924,3.197
48.75,1.816,3.444
49.0,1.938,2.933
49.25,1.782,2.347
49.5,1.749,3.523
49.75,1.649,2.824
