time_ns,protein_bb_rmsd_A,ligand_rmsd_A
0.0,0.007,0.0
0.25,0.904,0.963
0.5,1.111,1.525
0.75,1.102,1.603
1.0,1.133,1.754
1.25,1.243,3.398
1.5,1.311,3.853
1.75,1.227,1.368
2.0,1.138,1.248
2.25,1.367,1.742
2.5,1.344,1.767
2.75,1.329,2.636
3.0,1.361,2.136
3.25,1.219,1.416
3.5,1.264,1.685
3.75,1.306,1.352
4.0,1.384,1.441
4.25,1.369,1.736
4.5,1.194,1.48
4.75,1.348,1.165
5.0,1.178,1.368
5.25,1.071,1.411
5.5,1.304,1.18
5.75,1.187,3.488
6.0,1.403,3.741
6.25,1.567,3.057
6.5,1.54,1.372
6.75,1.733,1.877
7.0,1.521,1.847
7.25,1.53,2.003
7.5,1.552,1.387
7.75,1.479,1.273
8.0,1.498,1.273
8.25,1.549,1.952
8.5,1.591,1.249
8.75,1.74,1.491
9.0,1.756,1.828
9.25,1.567,1.226
9.5,1.59,0.963
9.75,1.73,1.244
10.0,1.685,2.631
10.25,1.42,1.134
10.5,1.484,0.866
10.75,1.507,1.245
11.0,1.582,1.563
11.25,1.476,1.67
11.5,1.394,2.013
11.75,1.405,1.37
12.0,1.476,1.584
12.25,1.513,1.668
12.5,1.525,1.39
12.75,1.41,1.278
13.0,1.611,1.425
13.25,1.502,1.424
13.5,1.398,1.431
13.75,1.486,1.378
14.0,1.662,1.114
14.25,1.56,1.034
14.5,1.57,1.5
14.75,1.412,1.434
15.0,1.465,1.578
15.25,1.635,1.103
15.5,1.566,0.663
15.75,1.644,2.222
16.0,1.568,5.117
16.25,1.615,3.985
16.5,1.647,3.884
16.75,1.635,3.908
17.0,1.58,4.208
17.25,1.596,4.134
17.5,1.651,4.485
17.75,1.649,3.935
18.0,1.699,4.166
18.25,1.663,4.177
18.5,1.628,3.991
18.75,1.663,4.331
19.0,1.534,4.268
19.25,1.424,4.512
19.5,1.572,4.522
19.75,1.688,4.469
20.0,1.555,4.679
20.25,1.371,4.959
20.5,1.547,5.107
20.75,1.432,4.679
21.0,1.562,4.281
21.25,1.593,4.04
21.5,1.442,4.231
21.75,1.464,3.999
22.0,1.67,4.357
22.25,1.539,4.302
22.5,1.587,4.264
22.75,1.557,1.247
23.0,1.537,1.476
23.25,1.524,1.432
23.5,1.718,1.458
23.75,1.56,1.66
24.0,1.594,1.434
24.25,1.521,1.736
24.5,1.542,1.444
24.75,1.506,1.172
25.0,1.497,1.848
25.25,1.521,1.406
25.5,1.347,0.965
25.75,1.421,1.47
26.0,1.645,2.046
26.25,1.44,1.849
26.5,1.668,1.669
26.75,1.732,1.851
27.0,1.672,1.749
27.25,1.671,1.836
27.5,1.763,1.434
27.75,1.581,1.802
28.0,1.748,1.848
28.25,1.691,1.462
28.5,1.585,1.523
28.75,1.573,1.488
29.0,1.602,1.691
29.25,1.552,2.196
29.5,1.529,1.658
29.75,1.649,1.977
30.0,1.46,1.357
30.25,1.629,1.721
30.5,1.576,1.53
30.75,1.554,1.631
31.0,1.609,1.559
31.25,1.579,1.898
31.5,1.475,1.67
31.75,1.375,1.483
32.0,1.522,1.463
32.25,1.34,1.81
32.5,1.512,1.696
32.75,1.494,1.791
33.0,1.427,1.799
33.25,1.505,2.262
33.5,1.356,1.555
33.75,1.444,1.476
34.0,1.59,1.784
34.25,1.487,1.612
34.5,1.42,1.569
34.75,1.513,1.798
35.0,1.489,1.452
35.25,1.462,1.663
35.5,1.494,1.874
35.75,1.597,1.483
36.0,1.56,1.702
36.25,1.655,1.933
36.5,1.52,2.111
36.75,1.599,1.827
37.0,1.463,1.94
37.25,1.699,1.424
37.5,1.409,1.663
37.75,1.425,1.466
38.0,1.564,1.708
38.25,1.602,1.834
38.5,1.485,1.627
38.75,1.622,1.337
39.0,1.586,1.537
39.25,1.671,1.605
39.5,1.633,1.599
39.75,1.527,1.636
40.0,1.725,1.436
40.25,1.723,1.834
40.5,1.517,1.652
40.75,1.651,1.713
41.0,1.74,2.047
41.25,1.751,1.811
41.5,1.747,1.715
41.75,1.82,1.725
42.0,1.64,1.783
42.25,1.865,1.867
42.5,1.688,1.901
42.75,1.864,1.597
43.0,1.77,1.977
43.25,1.763,1.625
43.5,1.737,1.808
43.75,1.875,1.986
44.0,1.807,1.546
44.25,1.717,2.033
44.5,1.784,1.595
44.75,1.615,1.726
45.0,1.812,1.574
45.25,1.966,1.645
45.5,1.705,1.907
45.75,1.533,1.691
46.0,1.616,2.128
46.25,1.577,1.765
46.5,1.505,1.584
46.75,1.7,1.732
47.0,1.766,1.759
47.25,1.757,1.875
47.5,1.914,1.921
47.75,1.758,1.689
48.0,1.79,1.905
48.25,1.759,1.408
48.5,1.737,1.841
48.75,1.772,1.927
49.0,1.975,1.786
49.25,1.903,1.773
49.5,1.854,1.821
49.75,1.973,1.501
