time_ns,protein_bb_rmsd_A,ligand_rmsd_A
0.0,0.0,0.0
0.25,1.019,1.022
0.5,1.181,1.213
0.75,1.328,1.074
1.0,1.428,1.302
1.25,1.402,1.333
1.5,1.631,1.071
1.75,1.452,1.525
2.0,1.648,1.772
2.25,1.47,1.97
2.5,1.394,1.714
2.75,1.421,1.825
3.0,1.487,1.642
3.25,1.769,1.67
3.5,1.527,1.925
3.75,1.707,1.765
4.0,1.507,1.605
4.25,1.518,1.684
4.5,1.711,1.503
4.75,1.982,2.384
5.0,1.607,1.207
5.25,1.694,1.752
5.5,1.577,1.549
5.75,1.549,1.616
6.0,1.655,2.315
6.25,1.653,2.115
6.5,1.864,1.711
6.75,1.771,2.388
7.0,1.722,2.194
7.25,1.646,1.854
7.5,1.451,1.633
7.75,1.713,1.718
8.0,1.766,2.012
8.25,1.563,1.925
8.5,1.634,1.842
8.75,1.753,1.756
9.0,1.749,2.1
9.25,1.75,1.697
9.5,1.746,1.695
9.75,1.656,2.038
10.0,1.615,1.568
10.25,1.798,2.102
10.5,1.705,2.346
10.75,1.609,1.915
11.0,1.685,1.915
11.25,1.701,2.23
11.5,1.871,2.138
11.75,1.757,1.349
12.0,1.821,1.77
12.25,1.783,1.647
12.5,1.681,1.951
12.75,1.786,1.729
13.0,1.872,1.949
13.25,1.639,1.803
13.5,1.794,1.892
13.75,1.854,1.833
14.0,1.789,2.394
14.25,1.79,1.976
14.5,1.802,1.949
14.75,1.673,1.445
15.0,1.716,1.746
15.25,1.752,1.766
15.5,1.692,1.254
15.75,1.816,1.951
16.0,1.884,1.619
16.25,1.739,1.862
16.5,1.809,2.146
16.75,1.857,1.686
17.0,1.731,2.131
17.25,1.756,1.739
17.5,1.682,1.882
17.75,1.783,1.834
18.0,1.785,2.001
18.25,1.74,1.948
18.5,1.873,1.912
18.75,2.006,1.857
19.0,1.918,1.726
19.25,1.751,1.85
19.5,1.593,1.83
19.75,1.835,1.709
20.0,1.734,1.95
20.25,1.799,1.364
20.5,1.758,1.83
20.75,1.884,1.855
21.0,2.019,1.972
21.25,1.853,1.56
21.5,1.965,2.544
21.75,1.952,1.927
22.0,1.997,1.897
22.25,1.845,1.921
22.5,1.768,1.903
22.75,1.833,2.146
23.0,1.795,1.438
23.25,1.738,2.018
23.5,1.826,1.625
23.75,1.879,1.541
24.0,1.692,1.315
24.25,1.749,1.917
24.5,1.789,1.512
24.75,1.86,1.588
25.0,1.863,1.479
25.25,1.775,1.771
25.5,1.718,1.537
25.75,1.59,1.258
26.0,1.771,1.322
26.25,1.711,1.534
26.5,1.735,1.631
26.75,1.709,1.724
27.0,1.676,1.497
27.25,1.689,1.706
27.5,1.56,1.357
27.75,1.708,2.205
28.0,1.767,1.401
28.25,1.894,1.947
28.5,1.733,1.701
28.75,1.731,1.093
29.0,1.756,1.264
29.25,1.712,1.757
29.5,1.749,2.26
29.75,1.692,2.175
30.0,1.651,1.409
30.25,1.737,1.576
30.5,1.741,1.278
30.75,1.832,1.42
31.0,1.683,1.419
31.25,1.559,1.34
31.5,1.796,1.698
31.75,1.61,1.218
32.0,1.676,1.419
32.25,1.78,1.853
32.5,1.631,1.587
32.75,1.614,1.435
33.0,1.655,1.652
33.25,1.53,1.639
33.5,1.579,1.879
33.75,1.54,2.28
34.0,1.645,1.625
34.25,1.47,1.493
34.5,1.562,1.268
34.75,1.773,1.79
35.0,1.631,2.135
35.25,1.944,1.747
35.5,1.708,1.813
35.75,1.619,1.427
36.0,1.619,1.66
36.25,1.77,1.652
36.5,1.667,1.387
36.75,1.792,1.481
37.0,1.666,1.36
37.25,1.688,1.364
37.5,1.778,1.648
37.75,1.613,1.468
38.0,1.775,1.419
38.25,1.814,1.626
38.5,1.777,1.789
38.75,1.475,1.878
39.0,1.583,1.463
39.25,1.807,2.114
39.5,1.525,1.646
39.75,1.59,1.304
40.0,1.654,1.542
40.25,1.731,1.621
40.5,1.495,1.584
40.75,1.699,1.146
41.0,1.561,1.29
41.25,1.665,1.099
41.5,1.517,1.045
41.75,1.928,1.556
42.0,1.652,1.684
42.25,1.699,1.354
42.5,1.584,1.33
42.75,1.612,1.483
43.0,1.656,1.585
43.25,1.656,2.045
43.5,1.579,1.315
43.75,1.537,1.733
44.0,1.671,1.434
44.25,1.701,1.763
44.5,1.59,1.5
44.75,1.622,1.708
45.0,1.557,1.689
45.25,1.671,1.753
45.5,1.637,1.582
45.75,1.54,1.261
46.0,1.622,1.31
46.25,1.637,1.49
46.5,1.729,1.72
46.75,1.707,1.495
47.0,1.627,1.533
47.25,1.644,1.374
47.5,1.874,1.144
47.75,1.817,1.404
48.0,1.73,1.546
48.25,1.767,1.64
48.5,1.673,1.36
48.75,1.527,1.334
49.0,1.634,1.635
49.25,1.712,1.61
49.5,1.791,1.812
49.75,1.704,1.621
